timestamp,ax,ay,az,gx,gy,gz
9.14,-0.126,0.026,0.892,0.396,-2.471,-7.881
9.16,-0.078,-0.166,0.976,7.711,0.951,0.894
9.18,-0.051,-0.195,1.04,-4.562,8.559,8.48
9.2,0.144,-0.19,1.122,-6.365,-8.304,5.464
9.22,0.053,-0.003,1.089,-7.346,2.188,-1.421
9.24,-0.189,0.12,0.805,3.525,7.301,-2.761
9.26,-0.11,0.139,1.093,6.736,-6.559,-3.881
9.28,0.189,-0.004,1.126,3.853,-5.655,8.828
9.3,-0.164,-0.084,1.083,-7.365,-2.812,0.982
9.32,-0.085,0.059,1.111,-7.996,-5.683,0.86
9.34,-0.104,-0.014,0.975,-9.914,9.206,8.717
9.36,-0.002,-0.119,0.818,3.471,3.26,1.41
9.38,0.136,0.12,1.168,7.211,-2.454,4.234
9.4,0.052,0.044,0.826,4.795,-7.188,0.376
9.42,0.144,-0.029,1.133,-8.691,7.895,-7.323
9.44,-0.066,-0.11,1.172,6.955,4.437,-3.649
9.46,-0.183,-0.102,0.806,-7.025,-1.031,-7.221
9.48,-0.146,-0.179,1.197,-4.178,7.834,-8.671
9.5,-0.19,-0.164,0.89,-8.81,-6.124,-2.146
9.52,0.197,0.054,0.968,5.421,2.842,3.719
9.54,0.01,0.152,0.887,-3.296,0.423,-7.759
9.56,0.031,0.047,1.095,-0.858,5.615,-3.082
9.58,0.074,0.192,0.972,2.956,3.869,4.671
9.6,0.033,-0.125,0.96,-7.955,-3.195,4.218
9.62,0.048,0.143,0.821,-0.786,5.868,6.763
9.64,-0.096,-0.03,0.993,-2.937,4.983,8.954
9.66,-0.12,-0.03,1.125,8.935,-6.167,2.062
9.68,0.019,0.022,1.042,1.661,-8.139,6.244
9.7,0.174,0.013,1.055,0.18,5.903,-4.375
9.72,0.05,-0.148,0.924,-5.585,-9.389,4.612
9.74,-0.12,0.102,1.197,-7.74,-3.243,-4.831
9.76,0.138,0.073,0.994,-5.204,-3.115,-3.701
9.78,0.168,-0.087,0.808,-5.317,0.66,-1.886
9.8,-0.111,-0.053,1.007,6.47,2.299,-9.502
9.82,0.068,-0.007,1.182,-1.937,0.06,7.154
9.84,0.031,0.162,1.176,-7.236,8.404,0.404
9.86,0.192,-0.111,0.997,-6.004,-5.488,-2.208
9.88,0.09,-0.043,1.12,2.962,6.532,4.509
9.9,0.084,-0.159,0.945,-4.846,6.658,1.735
9.92,0.177,-0.145,1.128,1.82,-0.64,-8.848
9.94,0.169,0.078,0.938,-0.002,-8.16,3.834
9.96,0.126,0.089,0.836,-1.042,2.093,-7.762
9.98,0.057,0.153,1.192,3.558,-4.127,-4.557
10.0,-0.154,-0.157,1.148,0.937,9.256,5.962
10.02,0.17,0.164,1.063,-6.134,5.413,-0.296
10.04,0.016,-0.15,0.817,1.247,-5.254,9.037
10.06,-0.083,-0.109,1.101,8.894,5.808,9.679
10.08,-0.101,0.177,1.0,3.066,-8.878,5.291
10.1,-0.186,-0.07,1.191,-5.518,7.114,-0.603
10.12,0.191,-0.064,1.051,0.213,-0.131,-2.746
10.14,-0.065,0.025,0.965,7.779,0.402,6.937
10.16,0.05,0.117,1.052,-4.274,8.925,1.634
10.18,-0.006,-0.062,0.848,9.017,8.488,3.155
10.2,0.061,-0.066,1.147,1.239,0.993,-6.846
10.22,-0.157,-0.037,0.962,2.965,-7.568,1.001
10.24,0.067,-0.069,0.87,6.497,-1.782,-7.709
10.26,0.052,-0.088,1.099,-8.662,-1.716,-4.103
10.28,-0.005,-0.091,1.184,9.849,5.48,-3.694
10.3,0.026,0.073,0.89,3.867,-8.237,-7.207
10.32,-0.129,-0.11,0.847,-2.9,-8.89,1.795
10.34,-0.11,0.095,0.993,-3.317,6.626,-9.265
10.36,0.096,0.126,1.14,-5.562,0.429,-0.68
10.38,0.093,0.176,1.051,2.118,-1.868,-4.249
10.4,0.015,0.062,0.96,0.75,8.709,-3.895
10.42,0.088,0.008,0.924,-2.0,-7.28,0.075
10.44,0.104,-0.071,1.161,-9.3,-0.818,-4.8
10.46,-0.101,0.11,1.197,4.827,2.309,-1.851
10.48,-0.198,-0.194,0.993,-2.863,4.145,-5.349
10.5,-0.108,-0.165,0.914,-5.509,-0.709,-9.048
10.52,-0.104,-0.134,0.866,8.684,8.513,-3.18
10.54,-0.08,0.024,0.982,5.37,1.266,3.793
10.56,0.041,0.161,1.008,8.38,1.649,-0.067
10.58,0.091,-0.02,1.118,8.031,-4.827,4.236
10.6,0.197,-0.039,1.0,-2.054,1.531,8.864
10.62,-0.101,0.129,0.923,0.515,7.601,4.976
10.64,0.064,0.091,1.138,1.245,1.633,-6.701
10.66,-0.184,0.021,1.136,-3.527,1.822,4.713
10.68,0.187,0.142,1.046,7.963,-2.642,-2.865
10.7,-0.105,0.112,0.824,8.871,-5.97,2.686
10.72,-0.082,0.175,1.112,2.779,4.403,-6.209
10.74,-0.177,-0.007,0.863,-2.538,3.931,-3.143
10.76,-0.067,-0.176,1.072,-9.526,-0.043,2.884
10.78,-0.111,-0.064,1.111,2.862,-4.691,8.009
10.8,-0.031,-0.145,1.194,-2.945,-7.456,7.361
10.82,0.037,0.185,1.159,-3.505,5.94,-8.21
10.84,-0.098,0.053,0.874,0.626,0.584,2.091
10.86,0.137,-0.141,0.957,4.334,-3.555,-6.407
10.88,-0.169,0.02,1.058,3.582,-0.56,-2.03
10.9,0.029,-0.151,1.048,7.906,-8.692,-3.21
10.92,0.032,0.109,1.11,-9.933,-8.299,3.341
10.94,0.159,-0.163,1.051,5.846,-7.468,-8.871
10.96,0.075,0.057,0.991,-8.019,-2.211,5.389
10.98,0.06,-0.064,0.805,3.066,-5.013,1.42
11.0,-0.028,0.021,1.108,-2.079,-1.777,-6.99
11.02,0.118,0.012,0.944,9.683,8.283,4.108
11.04,-0.098,-0.085,0.867,2.435,-3.058,2.754
11.06,-0.18,-0.022,1.18,0.268,-3.633,3.852
11.08,-0.081,-0.037,0.971,3.203,9.541,7.193
11.1,-0.186,-0.139,0.849,4.117,9.172,-7.585
11.12,-0.129,-0.001,0.859,8.23,-8.508,9.56
11.14,0.167,0.042,1.141,-3.651,-9.19,2.31
11.16,0.055,0.17,0.925,4.319,-5.58,7.155
11.18,-0.071,-0.145,0.905,5.996,-0.796,-5.334
11.2,-0.189,0.192,1.092,3.391,3.259,1.018
11.22,-0.084,-0.024,1.003,8.029,1.006,-7.706
11.24,-0.026,-0.007,1.063,9.046,-1.193,-2.112
11.26,0.054,0.057,1.193,-4.162,-4.681,8.352
11.28,0.054,0.021,0.883,9.824,0.271,-5.74
11.3,0.1,0.06,0.818,-8.901,-5.454,-7.849
11.32,-0.049,-0.044,0.864,-3.167,-3.809,9.801
11.34,-0.01,-0.133,1.001,-3.932,6.686,-2.662
11.36,-0.026,0.018,0.854,-4.365,-4.279,4.558
11.38,-0.017,-0.111,1.051,-9.886,-0.839,-0.878
11.4,0.007,-0.025,1.152,3.47,-3.084,-0.873
11.42,0.13,0.174,0.865,9.443,-8.959,6.342
11.44,-0.05,0.079,0.929,3.962,-9.912,5.957
11.46,0.026,0.121,1.158,-2.991,4.992,-2.502
11.48,0.167,-0.169,0.902,0.195,-4.311,9.609
11.5,0.166,-0.01,0.844,-2.978,8.869,2.306
11.52,0.162,-0.17,1.038,-0.039,-5.683,-5.596
11.54,-0.016,-0.09,1.074,9.754,-3.657,-6.654
11.56,-0.025,0.028,0.916,1.249,-5.693,4.343
11.58,-0.112,-0.005,1.064,-8.062,-3.627,-8.3
11.6,-0.102,0.095,1.154,-1.23,7.022,5.257
11.62,0.042,-0.059,0.984,0.47,6.552,4.352
11.64,-0.108,-0.029,1.145,-6.189,4.504,1.322
11.66,0.031,0.117,1.047,-2.949,-7.289,3.993
11.68,0.062,0.068,0.967,3.816,-4.107,9.754
11.7,-0.198,-0.139,0.809,-1.12,-8.758,-3.317
11.72,-0.067,-0.178,1.023,-5.425,-8.522,4.234
11.74,0.036,-0.043,1.027,7.131,6.634,-0.689
11.76,-0.068,0.086,1.01,-7.333,7.499,-4.819
11.78,0.2,0.065,0.836,-5.62,-1.847,-1.092
11.8,0.081,0.186,1.044,9.893,-9.81,-4.963
11.82,0.022,-0.037,1.06,-2.934,1.314,-8.071
11.84,0.021,0.053,0.853,-3.344,6.545,-0.919
11.86,0.126,0.077,1.185,5.304,-3.847,-5.745
11.88,-0.04,0.119,0.923,-8.978,-4.64,6.267
11.9,0.121,-0.177,1.149,-6.672,-1.069,6.757
11.92,-0.184,-0.014,1.008,-9.415,-1.917,3.894
11.94,0.07,-0.194,0.856,-9.406,7.985,2.274
11.96,0.054,-0.043,1.0,-7.742,9.05,-9.273
11.98,-0.105,0.099,1.033,4.621,-2.003,8.896
12.0,-0.069,-0.102,0.913,-0.135,-9.396,-1.927
12.02,-0.2,-0.001,1.06,9.371,3.568,-8.399
12.04,-0.106,0.122,0.856,-2.321,-3.8,9.527
12.06,0.184,0.13,0.874,-1.361,-3.539,-6.044
12.08,0.088,-0.156,1.073,5.792,-0.093,-8.284
12.1,-0.023,0.034,0.924,6.799,2.849,2.093
12.12,-0.187,-0.082,0.924,-7.958,1.984,-3.417
12.14,-0.034,-0.095,0.979,-9.209,9.075,-3.014
12.16,0.029,0.166,1.014,6.991,-0.075,1.797
12.18,0.075,0.011,1.097,6.549,5.911,-9.556
12.2,0.167,0.05,1.007,-9.649,7.158,-7.32
12.22,0.006,-0.031,0.902,3.643,-6.614,8.266
12.24,0.161,0.092,1.045,8.805,-0.441,3.928
12.26,-0.035,-0.169,0.925,-4.177,-1.934,-3.813
12.28,-0.104,-0.002,1.047,1.452,2.81,1.203
12.3,0.068,0.027,1.181,-2.937,-2.88,9.207
12.32,0.1,-0.101,0.826,3.791,-2.284,5.438
12.34,-0.125,0.106,0.801,2.702,-8.103,4.611
12.36,-0.121,-0.147,1.105,-7.174,-4.312,1.272
12.38,-0.151,-0.138,0.871,-4.086,-0.178,-2.217
12.4,-0.004,0.133,1.096,-1.634,9.347,-1.248
12.42,0.122,0.041,1.115,-4.461,-7.357,-2.765
12.44,-0.149,-0.094,1.026,6.666,1.822,-8.839
12.46,0.035,0.047,0.82,-6.878,5.732,1.16
12.48,-0.005,-0.189,0.912,-1.03,5.647,2.174
12.5,1.163,-1.993,2.051,-181.049,130.635,-110.716
12.52,0.033,0.174,1.105,1.569,-3.785,-0.54
12.54,-0.148,0.179,0.812,5.432,-2.441,2.869
12.56,0.172,0.179,1.186,-4.832,0.079,8.843
12.58,-0.001,-0.012,0.97,-2.008,-2.637,0.238
12.6,0.072,-0.011,0.911,-2.492,-4.54,2.443
12.62,0.065,-0.145,0.872,1.009,2.212,-7.097
12.64,-0.01,-0.135,1.011,9.81,-0.014,-6.73
12.66,-0.114,-0.192,1.157,3.961,-4.917,-8.068
12.68,-0.161,0.079,1.026,-5.976,-6.409,3.672
12.7,0.154,0.075,1.181,-4.221,5.558,5.708
12.72,-0.103,-0.01,0.804,-0.6,8.365,-3.772
12.74,0.007,0.037,0.926,7.94,5.497,2.352
12.76,-0.176,0.032,1.185,0.481,-8.948,-6.871
12.78,0.16,-0.14,0.908,-5.565,3.697,0.208
12.8,-0.022,0.136,0.804,8.362,-7.469,9.6
12.82,-0.16,-0.152,1.029,6.394,-0.465,-5.81
12.84,-0.133,0.145,1.059,-2.855,-8.397,-8.833
12.86,-0.018,-0.093,1.016,-0.798,1.262,9.25
12.88,-0.01,0.04,0.835,-7.37,-0.794,8.945
12.9,-0.142,-0.04,1.199,1.342,-1.279,0.965
12.92,0.061,-0.111,0.815,-9.495,-2.702,1.648
12.94,0.12,-0.005,0.918,3.916,5.071,-4.788
12.96,0.115,-0.036,1.063,4.513,4.46,2.831
12.98,-0.189,-0.084,0.934,-0.624,2.101,7.285
13.0,-1.409,1.225,1.565,-181.993,-208.666,-123.878
13.02,-0.069,0.187,0.882,-8.038,-4.344,-0.503
13.04,-0.035,0.107,1.054,-7.477,-9.308,-1.177
13.06,0.016,-0.142,1.153,2.815,-9.305,-3.859
13.08,-0.109,0.161,0.817,-1.549,6.497,5.718
13.1,-1.402,1.334,0.059,-131.023,103.585,148.385
13.12,0.113,-0.04,0.85,1.525,7.165,-1.821
13.14,-0.061,0.033,1.144,3.174,-8.408,-8.007
13.16,-0.174,0.055,1.096,-2.494,-6.483,1.695
13.18,-0.06,-0.118,1.119,-7.886,-3.155,-0.42
13.2,-0.036,-0.163,1.151,-2.66,0.04,-5.293
13.22,-0.085,-0.012,0.998,1.6,4.654,-8.664
13.24,0.011,0.057,1.13,5.286,-5.498,4.493
13.26,-0.086,0.198,1.175,-4.755,1.778,9.345
13.28,-0.165,-0.072,1.105,8.466,1.255,-2.358
13.3,0.034,0.162,0.85,-3.009,1.123,-8.293
13.32,0.169,0.198,0.941,7.7,-5.826,-0.577
13.34,-0.027,-0.171,1.125,-8.4,0.331,4.356
13.36,-0.1,0.154,1.111,-9.411,1.006,-3.4
13.38,-0.198,-0.174,0.821,-5.642,-1.465,3.149
13.4,-0.055,-0.197,0.947,7.204,-3.225,6.613
13.42,-0.072,-0.088,0.987,-5.127,-5.804,9.993
13.44,-1.83,1.01,0.013,-151.311,-112.48,132.879
13.46,-0.128,-0.041,0.887,-4.318,1.723,-9.875
13.48,-0.13,0.002,1.025,-2.986,-3.569,-1.473
13.5,0.019,-0.019,0.871,7.879,-1.43,8.804
13.52,0.098,-0.107,0.872,-1.468,5.567,-3.053
13.54,-0.023,-0.173,1.029,-3.415,-6.975,-5.039
13.56,-0.027,0.109,1.156,-2.956,-1.823,2.058
13.58,-0.103,0.104,1.121,4.824,0.514,-8.785
13.6,-0.161,-0.09,1.048,6.701,-3.786,5.314
13.62,-0.155,0.166,0.96,1.162,4.629,-7.13
13.64,-0.151,-0.058,1.128,-8.502,3.577,4.493
13.66,0.168,-0.103,1.099,9.804,3.609,-7.756
13.68,0.143,0.158,1.001,1.752,1.708,-7.614
13.7,-0.174,0.087,0.969,-4.269,6.224,-7.152
13.72,0.026,0.174,0.976,8.312,-0.312,8.684
13.74,0.05,-0.099,0.808,4.182,8.349,5.792
13.76,-0.149,-0.111,0.84,-3.905,-3.147,-8.224
13.78,-0.03,0.069,1.101,1.481,-1.51,6.193
13.8,0.034,-0.023,1.167,3.953,-5.645,5.828
13.82,-0.117,-0.114,1.071,-2.195,-0.341,9.078
13.84,-0.116,0.053,1.019,6.135,2.534,0.707
13.86,0.132,0.045,0.99,-7.938,7.664,2.325
13.88,-0.079,0.176,1.022,4.585,4.224,4.181
13.9,0.1,0.05,0.951,0.504,0.943,0.428
13.92,0.1,-0.108,1.009,0.79,-3.781,5.361
13.94,-0.03,0.115,0.877,-6.776,9.854,2.335
13.96,0.134,0.181,0.848,-7.733,-5.203,2.281
13.98,-0.183,-0.004,1.104,0.454,-4.984,-5.9
14.0,-0.123,-0.072,0.983,-9.13,2.995,-7.231
14.02,0.052,-0.062,0.98,-0.632,6.991,-3.009
14.04,-0.135,-0.0,1.102,5.836,-5.353,2.442
14.06,0.18,-0.061,0.878,6.396,2.409,-1.808
14.08,-0.051,0.037,0.803,8.604,-9.798,5.555
14.1,-0.15,-0.018,1.165,2.837,-0.408,-5.538
14.12,0.111,0.012,0.926,-1.039,-9.581,-5.391
14.14,-0.127,0.188,1.195,8.113,-4.497,8.295
14.16,-0.172,-0.139,1.051,7.782,-2.459,6.904
14.18,0.116,0.09,1.036,2.221,4.469,-7.169
14.2,-0.169,0.143,1.029,-8.716,-4.423,6.804
14.22,0.175,-0.087,0.914,-4.896,7.294,2.494
14.24,-0.035,0.055,1.172,-8.059,-7.679,-6.686
14.26,-0.17,0.142,1.121,7.014,-2.346,-4.212
14.28,0.151,-0.122,1.121,1.952,9.848,-3.808
14.3,0.02,-0.189,0.894,7.585,6.975,-9.772
14.32,-0.012,0.078,0.804,9.105,-9.302,1.383
14.34,0.075,0.103,1.115,2.432,1.493,-4.786
14.36,-0.061,0.143,1.075,-5.317,-4.38,-0.24
14.38,0.119,0.022,1.056,9.601,-6.646,-1.746
14.4,-0.173,-0.048,0.828,-0.285,7.567,-2.017
14.42,0.091,0.188,0.834,8.494,-1.261,9.486
14.44,-0.132,-0.059,0.901,3.932,0.094,-2.422
14.46,-0.121,-0.142,1.118,6.007,4.064,-0.467
14.48,0.146,0.138,0.818,6.203,4.331,-2.158
14.5,-0.064,-0.125,1.146,2.167,-3.509,0.18
14.52,-0.016,-0.076,1.079,3.315,-8.992,4.142
14.54,0.061,0.149,0.809,-0.776,-2.302,2.735
14.56,0.131,-0.035,0.871,6.545,7.284,-4.203
14.58,-0.097,-0.198,0.861,-9.426,6.54,-1.933
14.6,0.04,-0.002,0.825,0.373,-0.341,7.803
14.62,0.071,0.178,1.064,0.145,8.158,-3.758
14.64,0.159,-0.168,1.117,-1.451,-2.853,7.929
14.66,-0.001,-0.068,0.879,-2.613,-0.228,6.834
14.68,0.089,0.127,1.105,-1.849,6.415,9.403
14.7,-0.069,-0.188,1.16,-5.697,9.115,3.159
14.72,-0.037,0.104,0.854,-5.592,3.176,-5.919
14.74,0.136,0.07,1.016,9.338,0.004,-3.25
14.76,0.121,0.06,0.954,8.976,-9.59,4.304
14.78,-0.167,-0.127,0.984,6.138,-1.168,-2.194
14.8,-0.105,-0.055,0.973,4.753,6.196,5.775
14.82,-0.118,-0.021,1.13,-5.552,9.248,0.279
14.84,-0.122,-0.093,1.089,1.991,0.3,-3.708
14.86,-0.055,-0.192,1.159,9.043,2.54,-1.103
14.88,-0.13,0.005,0.966,4.191,9.87,7.041
14.9,0.196,-0.086,1.029,5.67,0.907,7.637
14.92,0.136,0.131,0.805,1.534,-3.551,-4.499
14.94,-0.06,-0.194,1.092,-8.531,-6.961,0.219
14.96,-0.022,-0.116,1.049,-5.493,5.692,-1.854
14.98,-0.018,-0.153,0.865,-1.455,-2.797,5.156
15.0,-0.081,0.066,0.86,2.754,-8.876,3.827
15.02,0.179,0.028,0.942,8.268,-9.017,7.599
15.04,0.011,-0.018,1.08,5.694,9.65,8.397
15.06,0.184,0.185,0.83,1.915,-0.903,-0.271
15.08,-0.024,0.185,1.018,-6.267,7.103,-8.23
15.1,-0.192,-0.104,0.861,-3.833,4.545,3.059
15.12,-0.027,-0.135,1.04,2.313,-9.671,-2.38
15.14,-0.178,0.032,0.835,0.605,8.783,-2.51
15.16,0.157,0.051,0.978,2.849,1.72,3.975
15.18,-0.065,-0.032,1.116,7.663,7.749,0.487
15.2,0.045,-0.102,0.86,-5.908,-2.95,3.171
15.22,0.112,0.049,1.062,-9.666,2.07,4.301
15.24,0.166,0.178,0.824,4.363,6.464,5.973
15.26,0.033,-0.185,0.804,9.536,1.843,-0.118
15.28,0.153,0.039,1.137,1.667,0.731,6.271
15.3,0.163,0.09,1.127,-9.614,-4.179,-3.366
15.32,-0.044,-0.165,0.902,-3.843,-4.192,8.128
15.34,-0.115,0.164,0.947,8.632,1.476,-7.33
15.36,-0.115,-0.158,1.011,9.237,4.72,6.861
15.38,0.078,0.117,0.903,5.257,-4.581,-4.369
15.4,-0.008,0.179,0.839,-6.42,-6.579,2.579
15.42,0.093,-0.041,1.089,-5.534,-2.091,9.06
15.44,-0.055,-0.046,0.859,6.611,-6.861,-8.478
15.46,-0.017,0.069,0.859,-8.067,2.609,1.617
15.48,0.016,0.066,1.133,4.442,1.822,1.433
15.5,-0.18,-0.055,1.101,-2.63,-1.366,4.43
15.52,-0.027,-0.147,0.804,2.642,-2.114,4.852
15.54,-0.119,-0.199,1.142,3.812,4.361,7.417
15.56,-0.085,-0.157,1.006,7.997,-5.917,-5.074
15.58,-0.18,0.054,0.87,-4.009,2.1,0.694
15.6,0.116,-0.18,0.929,2.623,-7.219,8.207
15.62,0.065,-0.13,0.902,8.2,6.94,-0.324
15.64,-0.183,0.015,0.84,-0.855,8.467,8.91
15.66,0.007,0.064,0.947,2.664,-9.55,4.509
15.68,0.032,0.089,1.157,-1.486,-9.706,-7.911
15.7,-0.181,-0.198,0.811,3.129,-4.971,6.79
15.72,-0.053,-0.089,1.04,1.904,-3.689,-9.33
15.74,0.107,-0.131,0.947,6.042,1.065,4.133
15.76,0.097,0.192,1.111,-3.01,8.001,-5.382
15.78,-0.16,0.164,0.838,-9.06,-9.918,2.899
15.8,0.007,0.162,1.183,6.568,-4.314,1.71
15.82,0.11,-0.044,1.069,3.776,7.775,-8.517
15.84,-0.054,0.195,0.841,6.214,7.263,4.666
15.86,-0.048,-0.144,0.873,9.867,-2.802,4.258
15.88,0.004,0.096,0.862,8.545,-4.53,-1.021
15.9,0.107,0.054,0.866,-8.622,2.893,-9.628
15.92,-0.007,0.007,0.922,-2.434,-8.625,2.236
15.94,0.16,-0.026,0.867,-8.534,0.369,-7.53
15.96,0.116,0.041,0.871,-4.204,-4.424,-9.589
15.98,-0.181,0.009,1.0,1.104,6.432,-7.066
16.0,0.02,0.119,1.087,-3.7,0.285,-4.298
16.02,0.059,0.184,0.86,-3.007,-8.267,4.934
16.04,-0.176,-0.193,1.156,-1.454,0.283,9.181
16.06,-0.03,0.079,0.913,-3.895,-8.057,7.943
16.08,-0.003,0.131,0.965,9.838,5.315,-0.023
16.1,0.053,-0.032,1.176,7.836,9.346,-7.718
16.12,0.156,-0.186,0.952,-3.112,2.502,5.97
16.14,-0.077,0.114,0.865,9.364,-9.53,7.907
16.16,-0.085,0.135,0.929,5.392,-8.857,-1.226
16.18,0.107,0.092,0.923,8.288,9.546,7.991
16.2,0.152,0.003,1.022,7.705,6.502,7.234
16.22,-0.114,-0.124,1.047,2.366,0.08,-1.534
16.24,0.056,-0.044,1.065,0.914,-1.705,-5.052
16.26,-0.089,-0.186,1.053,-2.487,2.216,5.233
16.28,0.147,0.16,0.916,-2.13,-2.031,-5.55
16.3,-0.119,-0.072,0.846,-9.258,9.438,-1.462
16.32,0.035,0.118,1.167,-5.092,6.456,0.233
16.34,-0.039,-0.164,1.107,-5.443,0.001,0.387
16.36,-0.0,0.035,0.905,-5.087,4.93,1.01
16.38,0.02,-0.093,1.08,0.046,-0.688,-5.757
16.4,-0.076,0.182,0.907,-3.02,-3.137,-3.82
16.42,0.03,0.08,0.895,-6.96,-2.013,-8.704
16.44,-0.009,-0.149,0.964,6.619,-1.547,1.817
16.46,-0.087,0.128,1.133,-9.529,-7.924,6.588
16.48,-0.024,-0.086,0.951,-4.041,3.976,9.568
16.5,0.02,0.069,0.823,-1.444,5.74,-6.114
16.52,0.102,0.147,0.828,0.961,-4.454,-6.128
16.54,0.018,0.078,1.143,8.367,-0.202,-7.884
16.56,0.028,0.078,1.105,-2.788,8.919,-2.779
16.58,-0.042,0.196,0.928,8.772,-3.035,-7.438
16.6,-0.106,-0.18,0.862,5.557,-3.75,9.931
16.62,-0.176,0.12,0.941,0.494,-8.33,-9.015
16.64,0.049,-0.013,0.95,-5.322,7.933,-5.609
16.66,0.105,0.022,0.944,1.018,1.485,7.252
16.68,-0.073,0.163,1.04,-5.868,-4.508,-9.874
16.7,0.121,0.001,0.931,2.583,2.149,2.91
16.72,-0.142,-0.165,1.115,7.672,3.972,-5.085
16.74,-0.197,-0.2,1.18,8.049,0.88,-7.175
16.76,-0.155,-0.137,0.926,-8.016,-2.797,-5.829
16.78,0.196,-0.013,1.081,-5.893,9.37,-0.285
16.8,-0.112,-0.063,0.907,-5.602,7.751,5.207
16.82,-0.032,0.123,0.947,6.834,3.093,-8.838
16.84,0.19,0.132,1.195,-6.234,-6.495,-5.775
16.86,0.035,0.041,0.958,-2.666,-8.142,-0.087
16.88,-0.192,0.02,0.866,-8.966,-5.084,1.796
16.9,-0.171,-0.064,1.07,-9.273,-0.656,9.031
16.92,0.111,-0.11,1.0,0.457,-5.394,6.816
16.94,0.185,0.047,0.893,-6.834,-3.465,-3.02
16.96,-0.032,0.057,0.894,4.247,4.248,5.642
16.98,-0.146,-0.128,0.947,-7.691,3.38,1.812
17.0,-0.099,-0.111,1.133,-5.664,-7.686,6.137
17.02,0.105,0.071,1.096,-0.879,-0.937,8.699
17.04,0.094,-0.111,0.89,2.785,-3.579,0.983
17.06,-0.156,0.187,1.197,-3.217,-0.118,-9.854
17.08,-0.104,0.154,1.162,-5.65,-0.101,1.207
17.1,0.174,0.128,1.102,4.785,1.079,-9.164
17.12,-0.046,0.075,0.913,5.494,-3.753,9.153
17.14,-0.13,-0.011,0.9,4.244,-8.907,-5.358
17.16,0.176,0.11,0.806,5.342,-9.666,-4.364
17.18,-0.11,0.136,1.09,-7.272,-2.129,3.536
17.2,0.154,-0.077,1.122,-5.913,3.198,-1.944
17.22,0.169,-0.024,1.011,7.77,-5.077,6.33
17.24,-0.035,-0.011,0.877,-2.344,-0.092,-7.255
17.26,0.011,-0.101,0.808,-4.298,-0.877,8.019
17.28,-0.17,-0.018,0.903,4.5,-7.65,-6.066
17.3,-0.098,-0.163,1.068,-1.76,-2.784,0.065
17.32,0.15,0.154,0.93,9.611,-0.907,9.039
17.34,0.05,0.138,0.995,-8.713,4.069,-7.828
17.36,-0.062,-0.093,1.066,0.321,-6.019,-4.743
17.38,0.004,0.13,1.129,4.34,1.82,-0.82
17.4,0.061,0.044,1.093,6.897,-8.651,-5.667
17.42,-0.138,-0.028,1.011,0.754,6.254,3.288
17.44,-0.005,0.005,0.846,5.61,0.081,8.457
17.46,-0.2,0.156,0.905,-1.045,-7.846,7.352
17.48,0.121,0.024,0.974,9.562,3.361,-3.767
17.5,-0.192,0.078,1.121,0.19,3.264,-3.917
17.52,-0.162,-0.071,1.055,-6.657,-7.311,-6.914
17.54,0.037,0.159,0.83,5.735,0.879,-3.12
17.56,-0.036,0.06,1.096,-1.254,-9.063,9.992
17.58,-0.119,0.142,0.907,-5.876,1.945,-8.802
17.6,-0.115,-0.119,1.136,0.167,-3.076,8.144
17.62,0.175,-0.087,1.011,-4.815,8.014,3.288
17.64,-0.173,-0.091,1.077,0.475,-5.138,-0.599
17.66,0.097,-0.081,1.026,-5.303,8.765,3.656
17.68,0.011,0.199,1.084,7.393,7.953,1.001
17.7,0.127,-0.186,1.171,3.285,-4.823,4.698
17.72,-0.142,0.028,0.895,-7.504,9.252,-3.288
17.74,0.119,-0.056,1.127,3.938,5.857,-0.386
17.76,0.031,0.054,1.017,-5.457,-0.749,7.62
17.78,-0.033,0.075,0.925,-7.026,-5.85,-0.209
17.8,-0.09,0.045,0.904,7.408,5.286,-9.333
17.82,-0.147,-0.077,0.941,9.239,0.405,-1.095
17.84,-0.023,0.18,1.161,-3.011,5.374,-2.94
17.86,0.148,0.141,1.021,-1.539,-7.636,-1.447
17.88,0.041,-0.186,0.85,-1.764,-7.597,-9.254
17.9,-0.141,-0.032,1.147,-2.116,6.063,-4.098
17.92,0.109,0.036,0.952,-1.426,-3.296,3.895
17.94,-0.181,-0.041,0.855,-1.315,-4.419,-8.145
17.96,0.13,-0.099,0.979,-0.374,-7.118,7.628
17.98,-0.037,0.114,1.071,-1.179,-4.084,2.043
18.0,0.144,0.03,0.991,1.259,-2.141,-4.914
18.02,0.164,-0.006,1.153,0.269,-4.407,-4.106
18.04,-0.171,-0.07,0.833,5.667,7.071,0.209
18.06,-0.094,-0.066,1.113,-6.598,3.419,5.908
18.08,0.101,0.105,0.869,-4.554,6.845,-8.957
18.1,0.182,-0.05,0.823,-4.541,6.335,5.706
18.12,-0.159,0.126,0.925,-4.832,1.139,9.551
18.14,0.174,-0.011,0.979,-4.358,4.197,-3.213
18.16,-0.157,0.084,0.943,-1.864,4.328,0.42
18.18,-0.086,-0.065,0.994,-4.05,5.472,-3.122
18.2,-0.053,-0.102,1.132,-9.78,2.711,-9.365
18.22,0.016,0.127,0.92,2.517,-1.143,-1.147
18.24,0.181,0.171,1.055,-2.077,3.606,6.965
18.26,-0.141,-0.156,1.007,8.748,0.609,-1.164
